date,equity,daily_return,drawdown,gross_exposure,net_exposure
2024-01-18,976123.9804445342,-0.022200871585022063,-0.023876019555465783,1.0459749003109593,-0.024465715413971658
2024-01-19,979937.8329700374,0.003907139463745461,-0.020062167029962642,1.051204567989417,-0.020470057993037218
2024-01-22,970138.4005784686,-0.010000055168671515,-0.029861599421531427,1.0400178169476955,-0.030769395486451013
2024-01-23,982931.0028054892,0.013186368274251138,-0.017068997194510768,1.007223055433801,-0.017346056990756177
2024-01-24,986466.8169729939,0.0035972150205993265,-0.013533183027006103,1.004756707547269,-0.013691478778916537
2024-01-25,975660.2289275064,-0.010954841926308178,-0.024339771072493632,1.0029640308323864,-0.024911150043368628
2024-01-26,966195.8970653621,-0.009700438309910353,-0.033804102934637925,1.0277192376502369,-0.0349421909115268
2024-01-29,961528.1542420932,-0.0048310522094393675,-0.03847184575790679,1.0232135898347166,-0.039957884642794164
2024-01-30,968480.5766451677,0.0072305968082178205,-0.03151942335483234,1.0043005115137784,-0.032484120311872255
2024-01-31,955861.614145775,-0.013029649539389808,-0.044138385854225026,1.0288233848851398,-0.04610609609704736
2024-02-01,970664.6609013425,0.015486600294956486,-0.02933533909865748,1.0071119190390208,-0.030144303344118772
2024-02-02,970265.8984396999,-0.00041081382449046234,-0.0297341015603001,1.0028722680769322,-0.030559472952781677
2024-02-05,942972.7435288697,-0.028129562169216457,-0.0570272564711303,1.040155552196758,-0.06037898070734187
2024-02-06,938646.1120437686,-0.004588289019796685,-0.06135388795623137,1.0386270877745516,-0.06525797136604468
2024-02-07,945141.9309203224,0.006920413128234313,-0.05485806907967757,1.0364561879300074,-0.05792792735279158
2024-02-08,964973.2058291142,0.020982324728182632,-0.03502679417088581,1.0150868989952224,-0.03617798594015547
2024-02-09,968519.0798380249,0.0036745828666445526,-0.03148092016197508,1.0306003282990936,-0.03237596757799306
2024-02-12,967895.2589350599,-0.0006440976909503521,-0.032104741064940115,1.0505290750418317,-0.033032747427328465
2024-02-13,965171.8794900463,-0.0028137129713911666,-0.0348281205099537,1.0571912261057506,-0.03593893100966162
2024-02-14,949042.2359981156,-0.01671167989317391,-0.050957764001884384,1.0914007544853268,-0.0535363584409986
2024-02-15,934621.3118515973,-0.015195239578933742,-0.06537868814840272,1.1005734906594935,-0.06978281724597478
2024-02-16,922524.3057486595,-0.012943216626391833,-0.07747569425134046,1.1259113921937878,-0.0838012145181731
2024-02-19,933940.908328382,0.012375394890498258,-0.06605909167161805,1.1026289692089033,-0.07054339118710806
2024-02-20,917485.6917354604,-0.017619119631855473,-0.08251430826453958,1.1114421040134879,-0.08973418294380732
2024-02-21,927973.1743878013,0.011430677063206742,-0.07202682561219868,1.1105606271370747,-0.07740913099878456
2024-02-22,933453.9912827752,0.005906223419216448,-0.06654600871722481,1.097750564011177,-0.07107379867312616
2024-02-23,919211.3088509851,-0.015258044386544864,-0.08078869114901487,1.1065836372344622,-0.08766003018444829
2024-02-26,919364.5540575531,0.00016671379593826048,-0.08063544594244694,1.1052373579525594,-0.08746926655136385
2024-02-27,907771.9690740439,-0.01260934515296034,-0.09222803092595609,1.118173782336228,-0.10134697398588385
2024-02-28,905759.2466505726,-0.0022172114716477952,-0.09424075334942737,1.1250717777524077,-0.10378456658509683
2024-02-29,911665.8717001682,0.006521186586212446,-0.08833412829983177,1.1474417601334477,-0.09662334322938752
2024-03-01,914139.827293257,0.0027136648084402585,-0.08586017270674301,1.1430871995110956,-0.09364571336799654
2024-03-04,925825.9452054376,0.012783731288442908,-0.0741740547945624,1.1198296564316617,-0.0798317910760894
2024-03-05,938134.022378867,0.013294158839649179,-0.061865977621132974,1.1048609505584193,-0.06565538579655031
2024-03-06,951796.7949506172,0.014563774733491634,-0.048203205049382754,1.0812381277962047,-0.05034922465013894
2024-03-07,969943.3158971949,0.019065541135299964,-0.030056684102805098,1.0665457597318477,-0.030689693653292303
2024-03-08,956064.8755910805,-0.014308506568012032,-0.04393512440891948,1.0764059106656405,-0.04564249848387864
2024-03-11,952941.8748112745,-0.0032665155467355503,-0.047058125188725534,1.1112662042701345,-0.04906009072197467
2024-03-12,954320.0744218151,0.0014462577907110956,-0.04567992557818489,1.099905318398727,-0.04753596382579606
2024-03-13,949397.5953125975,-0.005158100768444991,-0.050602404687402534,1.0657345855805447,-0.052958396621094916
2024-03-14,956354.4329655864,0.007327633530289662,-0.04364556703441357,1.064089309370457,-0.045290025268301
2024-03-15,956051.883623998,-0.00031635691868987705,-0.04394811637600197,0.0,0.0
2024-03-18,956051.883623998,0.0,-0.04394811637600197,0.0,0.0
2024-03-19,956051.883623998,0.0,-0.04394811637600197,0.0,0.0
2024-03-20,956051.883623998,0.0,-0.04394811637600197,0.0,0.0
2024-03-21,956051.883623998,0.0,-0.04394811637600197,0.0,0.0
2024-03-22,956051.883623998,0.0,-0.04394811637600197,0.0,0.0
2024-03-25,956051.883623998,0.0,-0.04394811637600197,0.0,0.0
2024-03-26,956051.883623998,0.0,-0.04394811637600197,0.0,0.0
2024-03-27,956051.883623998,0.0,-0.04394811637600197,0.0,0.0
2024-03-28,956051.883623998,0.0,-0.04394811637600197,0.0,0.0
2024-03-29,956051.883623998,0.0,-0.04394811637600197,0.0,0.0
2024-04-01,956051.883623998,0.0,-0.04394811637600197,0.0,0.0
2024-04-02,956051.883623998,0.0,-0.04394811637600197,0.0,0.0
2024-04-03,956051.883623998,0.0,-0.04394811637600197,0.0,0.0
2024-04-04,956051.883623998,0.0,-0.04394811637600197,0.0,0.0
2024-04-05,955148.1939549621,-0.0009452307814199818,-0.044851806045037926,0.9508684249916365,-0.0008886343546057006
2024-04-08,947287.5120302862,-0.008229803473874838,-0.05271248796971375,0.9528805330868374,-0.009186468040959317
2024-04-09,943318.4803875015,-0.004189891234054205,-0.05668151961249847,0.9541148157473219,-0.013424961690899018
2024-04-10,936250.37398469,-0.007492810275388649,-0.06374962601530994,0.9688605005066874,-0.02106783152457017
2024-04-11,937017.1548573847,0.0008189912591770255,-0.06298284514261526,0.9847658775061405,-0.020224294100462472
2024-04-12,949468.3948476296,0.01328816652469927,-0.05053160515237041,0.9766589256332274,-0.006837362319447026
2024-04-15,946834.5681648706,-0.002774001427590077,-0.05316543183512939,0.9917727657798249,-0.009630152207573505
2024-04-16,962306.2886737817,0.016340468577206616,-0.03769371132621833,0.9598983150991338,0.006609995356918805
2024-04-17,969172.2979567326,0.007134952108037659,-0.030827702043267433,0.95629502235003,0.013655053957031088
2024-04-18,954943.7572485082,-0.01468112608895433,-0.04505624275149184,0.9791284165208632,-0.0010335814129055377
2024-04-19,949166.1140865476,-0.006050244444351075,-0.050833885913452365,0.980293371195186,-0.007119109013415516
2024-04-22,942770.1581620937,-0.006738500068145828,-0.057229841837906276,0.9893897758427849,-0.0139436591241825
2024-04-23,945597.2294639387,0.002998685604725039,-0.05440277053606126,0.9934206524201651,-0.01090428027634217
2024-04-24,938489.5667766465,-0.007516585778621154,-0.061510433223353464,1.0100434922433046,-0.018552213260672277
2024-04-25,936199.7140947997,-0.0024399340844156567,-0.06380028590520029,1.0198673462957506,-0.021035230947100397
2024-04-26,932502.5388811486,-0.003949130893749422,-0.06749746111885144,1.0178917234967382,-0.025075142033101634
2024-04-29,934838.2510084475,0.002504778303447202,-0.06516174899155251,1.0088560418091268,-0.022505785811680275
2024-04-30,938695.9655537697,0.004126611786756438,-0.061304034446230275,0.9914401528425628,-0.01829562822406549
2024-05-01,939299.1698792421,0.0006425981868543587,-0.06070083012075792,0.9843703299180915,-0.017633741103681946
2024-05-02,933856.3103642486,-0.00579459632195059,-0.06614368963575142,0.9933988227314703,-0.023556815353373412
2024-05-03,937827.4650964021,0.004252425869033939,-0.0621725349035979,1.0000450735235904,-0.019214557242497723
2024-05-06,936787.9064758149,-0.001108475342509152,-0.06321209352418512,1.0045864960024773,-0.020337450847452018
2024-05-07,948393.0586641466,0.012388238691071654,-0.051606941335853425,0.9883521324946328,-0.007844034125189742
2024-05-08,957131.0342075232,0.009213453708407001,-0.04286896579247678,0.9878322656865172,0.0013647467922336838
2024-05-09,954714.1445922768,-0.002525139744577981,-0.04528585540772322,0.9976048164249331,-0.0011554038560728764
2024-05-10,967950.5141022695,0.013864222694265765,-0.032049485897730455,0.9998390448027189,0.012542866069407986
2024-05-13,962764.8454895009,-0.005357369552696725,-0.037235154510499094,1.0146863357634648,0.007232194889448846
2024-05-14,961775.1422994488,-0.0010279801913091974,-0.03822485770055116,1.0086433201952658,0.00621855482306686
2024-05-15,952757.6959994489,-0.009375836308724612,-0.047242304000551114,1.0171387718157616,-0.0031790660512290222
2024-05-16,961223.7816586278,0.008885874860656914,-0.03877621834137221,1.012779975900883,0.005664538434039278
2024-05-17,969447.3880716499,0.008555350554094706,-0.03055261192835006,1.0005995562278795,0.014107094140171056
2024-05-20,974278.7727573806,0.004983648153759944,-0.025721227242619382,1.0031265752710072,0.019003883049585692
2024-05-21,975816.0967002192,0.0015779097172441603,-0.024183903299780797,0.9865557796446489,0.020557034376529785
2024-05-22,969620.8938801594,-0.006348740137623569,-0.03037910611984064,0.9886125427034889,0.014306807937724444
2024-05-23,962407.5713245024,-0.007439322524075625,-0.03759242867549765,0.996969564928308,0.006926815254185752
2024-05-24,955856.539324426,-0.006806920680248382,-0.04414346067557402,0.9952716569145028,0.00012861424073681748
2024-05-27,959977.1277522603,0.0043108858477305095,-0.0400228722477397,1.0133678880202737,0.004428451514579168
2024-05-28,962785.1242566697,0.0029250660492132164,-0.03721487574333034,1.0293416086659068,0.007340181894939867
2024-05-29,960054.3094313943,-0.002836369981706656,-0.03994569056860567,1.0398695878076627,0.0045248397481630655
2024-05-30,961144.530970795,0.001135583194294845,-0.03885546902920504,1.026412687553446,0.005662103547517117
2024-05-31,965419.4465135216,0.004447734346892449,-0.0345805534864784,1.0177761872741422,0.010073068775630068
2024-06-03,961766.0724338309,-0.003784235021248347,-0.038233927566169064,1.0241144978182684,0.006320800308007529
2024-06-04,965107.5054308795,0.0034742679044529184,-0.03489249456912046,1.011346445848859,0.009769104370258781
2024-06-05,960781.1071914171,-0.004482814831629405,-0.039218892808582866,1.0274918764784529,0.005318206194896382
2024-06-06,955769.7231415816,-0.0052159477453557765,-0.04423027685841836,1.0440797108132893,0.00011108008623485898
2024-06-07,959591.227657831,0.003998352766070319,-0.040408772342168955,1.0384073957377535,0.004101276103970749
2024-06-10,963661.8993522518,0.004242089315839656,-0.036338100647748214,1.0421884120641633,0.008316326959835675
2024-06-11,962800.8738112358,-0.0008934933938913387,-0.03719912618876423,1.051869383436884,0.007437760889734561
2024-06-12,960905.4671387105,-0.001968638296953632,-0.03909453286128945,1.0600033842544043,0.005488279722058757
2024-06-13,953802.7397016893,-0.007391702597104595,-0.046197260298310665,1.0656120958609434,-0.0019091247924845033
2024-06-14,947006.4688278644,-0.007125447003801379,-0.052993531172135615,0.0,0.0
2024-06-17,947006.4688278644,0.0,-0.052993531172135615,0.0,0.0
2024-06-18,947006.4688278644,0.0,-0.052993531172135615,0.0,0.0
2024-06-19,947006.4688278644,0.0,-0.052993531172135615,0.0,0.0
2024-06-20,947006.4688278644,0.0,-0.052993531172135615,0.0,0.0
2024-06-21,947006.4688278644,0.0,-0.052993531172135615,0.0,0.0
2024-06-24,947006.4688278644,0.0,-0.052993531172135615,0.0,0.0
2024-06-25,947006.4688278644,0.0,-0.052993531172135615,0.0,0.0
2024-06-26,947006.4688278644,0.0,-0.052993531172135615,0.0,0.0
2024-06-27,947006.4688278644,0.0,-0.052993531172135615,0.0,0.0
2024-06-28,946172.0045760038,-0.0008811600335671054,-0.05382799542399624,0.9007954670288385,-0.0007258601514593865
2024-07-01,940323.5899335095,-0.006181132620928755,-0.05967641006649053,0.9107999823800312,-0.006942667671524557
2024-07-02,943228.4901437771,0.003089255912927844,-0.056771509856222896,0.8934393873073982,-0.003834423024605361
2024-07-03,951322.1771632762,0.008580833916780236,-0.04867782283672376,0.9045075222115305,0.004713170461899584
2024-07-04,944932.4555029734,-0.006716674764543161,-0.055067544497026596,0.8948606587321145,-0.00200993416558243
2024-07-05,950851.8820950732,0.006264391235190464,-0.049148117904926764,0.8830442114422078,0.004234946079319979
2024-07-08,942118.704486547,-0.009184582554838954,-0.05788129551345296,0.8817397665042369,-0.0049884806992896505
2024-07-09,946214.36843951,0.004347290774993254,-0.05378563156049,0.8823934419783801,-0.0006314064168926181
2024-07-10,944682.1131577705,-0.0016193532172487546,-0.05531788684222952,0.8772727698245059,-0.0022474300017009344
2024-07-11,950578.2535459474,0.006241401531852846,-0.049421746454052624,0.865093814708571,0.00397603243872261
2024-07-12,944747.6316836118,-0.006133763149520405,-0.055252368316388224,0.8588170350360547,-0.002164214216826018
2024-07-15,958353.8400020942,0.01440195017396878,-0.041646159997905836,0.8375012084084839,0.01207054199746654
2024-07-16,960218.6528863772,0.0019458500675271927,-0.03978134711362282,0.8359203619196272,0.013995694446847728
2024-07-17,961790.5657737568,0.0016370364006724292,-0.03820943422624318,0.8215402610854425,0.015613577567101584
2024-07-18,975400.3105235251,0.014150424462543257,-0.02459968947647489,0.7937767659090786,0.02935477223215652
2024-07-19,972872.0707939459,-0.0025920021782874056,-0.027127929206054075,0.808103568287223,0.026838520000677595
2024-07-22,963664.3410597842,-0.009464481518775091,-0.03633565894021583,0.8279153932545386,0.017546477421705262
2024-07-23,966615.7534452812,0.003062697517946146,-0.03338424655471882,0.8259614349456018,0.020552640130200316
2024-07-24,970075.350651965,0.003579082168227535,-0.02992464934803499,0.8306017549934999,0.024052062090308236
2024-07-25,962000.8262756048,-0.008323605347701634,-0.03799917372439522,0.8336841660217639,0.015866963673711258
2024-07-26,954241.779041546,-0.008065530737741623,-0.04575822095845395,0.8399254418409592,0.007871470867585054
2024-07-29,953032.9364695691,-0.0012668095219967443,-0.0469670635304309,0.8490589927743563,0.006619724832053244
2024-07-30,948397.8145906554,-0.004863548468832716,-0.051602185409344616,0.8383173627535271,0.0017713986095674323
