ticker,date,raw_score,z_score,signal,quintile,event_category,event_confidence,sentiment_intensity,volume_ratio
AAPL,2024-08-23,0.17377657632656313,0.0,0.0,3,G,0.3,-0.005831104140525509,1.1666666666666667
ADP,2025-05-08,0.4099990288442221,0.9999915334759859,0.7615906002099887,3,G,0.3,-0.5295989963459651,1.5
ADP,2024-09-09,0.15020599913279623,-0.8051819895463886,-0.6669238280039628,3,G,0.3,0.0,1.0
AEP,2024-06-20,0.18020599913279622,-0.4588333646011656,-0.4291328944934448,3,G,0.4,0.0,1.0
AMD,2025-05-19,0.4347379832050363,1.317206834573395,0.8660876247813017,5,G,1.0,0.11490138875202886,1.0
AMD,2025-03-12,0.3237014082149767,0.38709366924834315,0.3688520045510525,3,G,0.4,0.033528433611558786,2.3333333333333335
AMD,2025-10-06,0.3690448450962896,0.6908235818688431,0.598510823368447,4,G,0.3,0.060252662034312704,8.75
AMD,2025-03-31,0.33279396076132434,0.3406041343788329,0.3280166341954014,3,G,0.5,-0.02505384208489243,2.7857142857142856
AMD,2024-08-19,0.609764840257678,1.987250686515154,0.9631156719905374,5,G,1.0,0.45428487736519735,1.6666666666666667
AMZN,2024-04-30,0.3103705037677652,-0.1435815751157871,-0.14260296745620607,2,G,0.4,-0.08664768705727455,2.6666666666666665
AMZN,2024-08-01,0.39249969845677646,0.4475330844920773,0.41986908907271375,4,G,0.4,-0.15827568121739796,7.0
AMZN,2024-02-01,0.24822207660678078,-0.6380927818547297,-0.5635995509247779,2,G,0.4,-0.023401533162497407,2.3333333333333335
AMZN,2025-02-06,0.3372819897660997,0.07179710896992163,0.071673995640772,3,G,0.3,-0.19093489399339425,1.6666666666666667
AMZN,2024-10-31,0.21262227562865482,-0.9017453383934565,-0.7171466437804297,2,G,0.3,0.009307211072976836,1.4
AVGO,2024-07-12,0.4654661314885519,1.1193524839589641,0.8073435716864334,5,G,0.4,-0.4694120180704574,1.7
AVGO,2025-07-11,0.38717002950736207,0.45402744208737594,0.42520393407958285,4,G,0.4,-0.08366096190588562,8.0
AVGO,2025-01-10,0.3926521374122931,0.4820223495249716,0.4478617799779826,4,G,0.4,0.42009615124635835,1.4
AVGO,2025-09-29,0.31307573908330144,-0.20220901799172766,-0.1994973527952755,2,G,0.4,-0.005365145818274584,4.5
AVGO,2024-10-02,0.5899515055285894,1.957208531137403,0.9608762516531035,5,G,0.4,-0.9529351945609115,1.0
BA,2024-07-01,0.4504059196361914,0.7889812520419296,0.6578315305781295,5,G,0.4,-0.591330509040174,1.5
BA,2025-06-04,0.31881875635600804,-0.28257351738105496,-0.27528525270792853,2,G,0.3,-0.12815975236889604,3.0
BA,2025-04-24,0.21521825181113624,-1.0925060079826818,-0.797790975268859,1,S,0.6,0.0,0.5
BA,2025-07-03,0.3560643091757352,0.07982526219073227,0.07965614244938338,3,G,0.3,-0.32169817933562883,2.5
BA,2024-05-17,0.2287430775708301,-0.9640094436829285,-0.7460599569768155,2,G,0.3,-0.028446645133488054,3.3333333333333335
BKNG,2025-05-09,0.5780481368350081,1.8310841801246478,0.9499320323425988,5,G,0.5,-0.7601311432991175,2.0
BKNG,2024-11-21,0.18521825181113624,-1.2710494285195642,-0.8540818245911739,1,G,0.5,0.0,0.5
BKNG,2025-11-07,0.2642550502908244,-0.6249777928306247,-0.5545843454907043,2,G,0.5,-0.011362712652944067,2.0
CEG,2025-01-13,0.3002059991327962,-0.3287612122026916,-0.31740723211014243,2,G,0.8,0.0,1.0
COIN,2025-05-08,0.45779193842807286,0.929571194336926,0.7303939102944861,5,G,0.6,-0.3088568096164549,3.25
COIN,2025-08-08,0.2731021462243482,-0.5717384213295782,-0.5166348389268701,2,G,0.3,-0.14776616677246784,2.0
COIN,2024-03-18,0.1909028994691242,-1.202904725013873,-0.834538463447641,1,G,0.3,-0.12849733343068412,0.5
CTAS,2025-05-02,0.4211997832360361,0.6751411135971155,0.5883515301223402,4,G,0.4,-0.4162551767118234,3.0
GILD,2024-02-12,0.3,-0.32449991774097653,-0.31357008500953043,2,S,1.0,0.0,0.0
GILD,2024-11-20,0.09,-1.9385374128491593,-0.9594178677982247,1,G,0.3,0.0,0.0
HON,2025-06-24,0.2206273597637763,-0.8665043837526362,-0.699593740266855,2,G,0.3,0.0918841093591362,1.5
INTC,2024-06-04,0.28021218489026156,-0.3799928752717796,-0.3627012801396245,2,G,0.3,-0.054616888629073,4.0
KDP,2025-10-30,0.18,-1.1590432425942494,-0.8207278352723827,1,G,0.6,0.0,0.0
KDP,2025-02-28,0.09,-1.7825484392529105,-0.9449685838356304,1,G,0.3,0.0,0.0
KDP,2025-03-31,0.6823302934128528,2.5779125219316734,0.9885346636534278,5,G,0.5,-0.9456264456498371,4.0
KDP,2025-08-25,0.24020599913279622,-0.6105506370029364,-0.5445145902534814,2,G,0.6,0.0,1.0
LULU,2025-10-21,0.5812376232711108,1.778774982224747,0.9445632508069028,5,G,0.4,-0.7806354910852245,3.0
MDLZ,2025-05-06,0.36506038941338353,0.24388470030895687,0.23916163906639334,4,G,0.3,-0.5014216899871826,1.0
MDLZ,2024-02-20,0.15020599913279623,-1.2563793282790208,-0.8500628461693385,1,G,0.3,0.0,1.0
MDLZ,2024-02-21,0.15020599913279623,-1.2203234588324068,-0.8397495639104869,1,G,0.3,0.0,1.0
META,2024-08-09,0.32680347022697614,0.027924413700926163,0.027917157730618314,3,G,0.4,0.3597753655100074,0.75
META,2024-09-10,0.09,-1.5995015609282044,-0.9215934913530988,1,G,0.3,0.0,0.0
META,2025-11-03,0.24846962123387656,-0.48055568626328377,-0.4466885304662192,2,G,0.4,-0.05621337075097555,0.7547169811320755
MNST,2024-05-23,0.12,-1.3485038859349259,-0.8736996966901045,1,G,0.4,0.0,0.0
MRNA,2024-05-09,0.15020599913279623,-1.11044669148493,-0.8042202328486022,1,G,0.3,0.0,1.0
MRVL,2025-06-30,0.46643963087631785,1.0774548578418368,0.7922533615886702,5,G,0.5,-0.5168241641166776,2.0
NXPI,2025-04-28,0.555935972108391,1.6395692730807099,0.9274123298770295,5,G,0.4,-0.903610646724701,1.0
NXPI,2025-08-18,0.48080156287472425,1.1000827546548915,0.800528745372476,5,G,0.5,0.5527289941126937,2.0
