ticker,date,raw_score,z_score,signal,quintile,event_category,event_confidence,sentiment_intensity,volume_ratio
AAPL,2024-08-23,0.17383995071458416,0.0,0.0,3,G,0.3,-0.005989540110578094,1.1666666666666667
ADP,2024-09-09,0.15020599913279623,0.0,0.0,3,G,0.3,0.0,1.0
AEP,2024-06-20,0.18020599913279622,0.0,0.0,3,G,0.4,0.0,1.0
AMD,2025-10-06,0.369107189708917,0.0,0.0,3,G,0.3,0.06040852356588106,8.75
AMD,2024-08-19,0.6098291311360613,0.0,0.0,3,G,1.0,0.45444560456115574,1.6666666666666667
AMZN,2024-04-30,0.3109612027316997,0.0,0.0,3,G,0.4,-0.08812443446711077,2.6666666666666665
AMZN,2024-08-01,0.39246860553506596,0.0,0.0,3,G,0.4,-0.15819794891312175,7.0
AMZN,2024-02-01,0.24817246757525813,0.0,0.0,3,G,0.4,-0.02327751058369079,2.3333333333333335
AMZN,2024-10-31,0.21252815399295877,0.0,0.0,3,G,0.3,0.009071906983736767,1.4
AVGO,2024-07-12,0.4655158887970909,0.0,0.0,3,G,0.4,-0.46953641134180496,1.7
AVGO,2025-09-29,0.313058796361457,0.0,0.0,3,G,0.4,-0.005322789013663385,4.5
AVGO,2024-10-02,0.5902226440267242,0.0,0.0,3,G,0.4,-0.9536130408062485,1.0
BA,2024-07-01,0.4502255347390229,0.0,0.0,3,G,0.4,-0.5908795467972526,1.5
BA,2024-05-17,0.2287789509176807,0.0,0.0,3,G,0.3,-0.028536328500614556,3.3333333333333335
COIN,2025-08-08,0.2730267085088227,0.0,0.0,3,G,0.3,-0.14757757248365408,2.0
COIN,2024-03-18,0.19103287907890698,0.0,0.0,3,G,0.3,-0.12882228245514107,0.5
