ticker,date,weight
AMZN,2024-08-01,0.25
AMZN,2024-08-01,0.25
AMZN,2024-08-01,0.25
HON,2024-08-01,0.25
BA,2024-08-01,-0.25
BA,2024-08-01,-0.25
COIN,2024-08-01,-0.25
COIN,2024-08-01,-0.25
