ticker,date,raw_score,z_score,signal,quintile,event_category,event_confidence,sentiment_intensity,volume_ratio
AVGO,2024-10-02,0.21810251550354107,-2.123198285592666,-0.9717726415902891,1,G,0.4,-0.9533745610034187,1.0
BA,2024-07-01,0.29569712412818,-1.3320895973685403,-0.8697591157393803,1,G,0.4,-0.5908829594597093,1.5
BA,2025-06-04,0.4419256685225615,-0.06421253466591677,-0.06412442521250368,3,G,0.3,-0.1281459344294406,3.0
BA,2025-04-24,0.41521825181113625,-0.29364637730999693,-0.2854874741776789,2,S,0.6,0.0,0.5
BA,2025-07-03,0.36306498549999566,-0.7400635805744288,-0.629183573757834,1,G,0.3,-0.3216002597074401,2.5
BA,2024-05-17,0.4116660146451181,-0.288607110047576,-0.2808522936521559,2,G,0.3,-0.028492024361583917,3.3333333333333335
BKNG,2025-05-09,0.3218956159019419,-1.0764579085480208,-0.791881869566263,1,G,0.5,-0.7605003180670961,2.0
BKNG,2024-11-21,0.3852182518111362,-0.4765420728769297,-0.4434700029340834,2,G,0.5,0.0,0.5
BKNG,2025-11-07,0.4574047489157193,0.20025244721442703,0.19761792075572462,4,G,0.5,-0.011526081569637485,2.0
CEG,2025-01-13,0.5002059991327963,0.5962881885111011,0.5344030610219114,4,G,0.8,0.0,1.0
COIN,2025-05-08,0.47240978142999085,0.3200002577810258,0.3095071542996324,4,G,0.6,-0.30919716575750017,3.25
COIN,2025-08-08,0.38448105523661646,-0.5358338659257167,-0.4898278858299061,2,G,0.3,-0.14757312139372308,2.0
COIN,2024-03-18,0.3139029866360308,-1.191318384357666,-0.8309873031246142,1,G,0.3,-0.12800489730409884,0.5
CTAS,2025-05-02,0.37149232229461104,-0.6072305987763587,-0.5421747090808012,2,G,0.4,-0.4160269512834784,3.0
GILD,2024-02-12,0.5,0.6638627560810977,0.5809283178965889,4,S,1.0,0.0,0.0
GILD,2024-11-20,0.29000000000000004,-1.3913459015130396,-0.8834666478690326,1,G,0.3,0.0,0.0
HON,2025-06-24,0.40348795640585816,-0.25928879072685296,-0.25363019434795203,3,G,0.3,0.09807120192868159,1.5
INTC,2024-06-04,0.4474467510126249,0.18092662678534457,0.17897796068680055,3,G,0.3,-0.0545933921300374,4.0
KDP,2025-10-30,0.38,-0.4992417950208682,-0.4615206597868478,2,G,0.6,0.0,0.0
KDP,2025-02-28,0.29000000000000004,-1.3725835355095075,-0.879279646284083,1,G,0.3,0.0,0.0
KDP,2025-03-31,0.3148486017408603,-1.0876800580592365,-0.7960298329169335,1,G,0.5,-0.9461555670602885,4.0
KDP,2025-08-25,0.44020599913279623,0.18325645699462004,0.18123221511133486,3,G,0.6,0.0,1.0
LULU,2025-10-21,0.31300755060060326,-1.094141089772902,-0.7983846009461534,1,G,0.4,-0.7798793811820889,3.0
MDLZ,2025-05-06,0.264207375421074,-1.5297938714396562,-0.9103893131057025,1,G,0.3,-0.5014216899871826,1.0
MDLZ,2024-02-20,0.35020599913279626,-0.6520806632617784,-0.5730689888740523,2,G,0.3,0.0,1.0
MDLZ,2024-02-21,0.35020599913279626,-0.6415355645406291,-0.5659441940911825,2,G,0.3,0.0,1.0
META,2024-08-09,0.4548937682087309,0.4219878405164822,0.39860375824228994,4,G,0.4,0.3600022209287888,0.75
META,2024-09-10,0.29000000000000004,-1.241817961798699,-0.845973290951725,1,G,0.3,0.0,0.0
META,2025-11-03,0.41466802247866336,0.034543427493886114,0.03452969441896957,3,G,0.4,-0.056581252274114986,0.7547169811320755
MNST,2024-05-23,0.32,-0.9269371185950244,-0.729162682878183,2,G,0.4,0.0,0.0
MRNA,2024-05-09,0.35020599913279626,-0.6052288468649794,-0.5407598453192859,2,G,0.3,0.0,1.0
MRVL,2025-06-30,0.3546300813094689,-0.5517336309078478,-0.5018184042825903,2,G,0.5,-0.5253994196008894,2.0
NXPI,2025-04-28,0.21376958407357033,-1.9347828347556,-0.9591182357498751,1,G,0.4,-0.9036106467247009,1.0
NXPI,2025-08-18,0.5701681859655541,1.6408108935416275,0.9275858406033765,5,G,0.5,0.5522911036795368,2.0
PYPL,2024-05-21,0.18797465599968727,-2.079257834168795,-0.9692196360952526,1,G,0.3,-0.8825852870941162,1.0
QCOM,2024-08-09,0.3418288938850136,-0.5803086223551419,-0.5228897066634898,2,G,0.4,0.0,0.2857142857142857
QCOM,2025-05-22,0.3858185627840212,-0.14977829378776905,-0.14866823476528035,3,G,0.3,0.1066342468275533,1.0
