ticker,date,weight
BA,2024-07-01,1.0
AVGO,2024-07-12,1.0
AMD,2024-08-19,1.0
AVGO,2024-10-02,1.0
BA,2025-04-24,-1.0
AMD,2025-05-19,1.0
