ticker,date,weight
COIN,2024-03-18,-1.0
PYPL,2024-05-21,-1.0
BA,2024-07-01,-1.0
AMD,2024-08-19,1.0
META,2024-09-10,-1.0
AVGO,2024-10-02,-1.0
GILD,2024-11-20,-1.0
KDP,2025-02-28,-1.0
KDP,2025-03-31,-1.0
NXPI,2025-04-28,-1.0
MDLZ,2025-05-06,-1.0
BKNG,2025-05-09,-1.0
AMD,2025-05-19,1.0
BA,2025-07-03,-1.0
NXPI,2025-08-18,1.0
AMD,2025-10-06,1.0
LULU,2025-10-21,-1.0
